GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Very High Degradation (<10%) (ha),High Degradation (10%-40%) (ha),Moderate Degradation (40%-70%) (ha),Low Degradation (>70%) (ha),Total_FDS_Area (ha)
Village Council,Mawchang,1020.3075696,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2022,26.18,182.59,244.0,186.88,639.65
Gram Panchayet,Joypur,885.80361316,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,2022,78.09,333.96,198.04,101.86,711.95
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2022,3.94,73.48,171.52,168.0,416.94
Village Council,Lama Kahum,1077.67320808,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2022,9.48,99.6,230.91,295.14,635.13
Gram Panchayet,Krishnanagar,681.827080141,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,2022,51.0,226.68,172.47,114.55,564.7
Village Council,Manoranjanpara,776.811393393,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2022,9.65,106.18,197.68,144.05,457.56
Village Council,Brinda Kishore Roaja Para,1544.6498855,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,2022,34.47,296.51,366.12,265.2,962.3
Gram Panchayet,Malambari,941.44723087,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,2022,70.3,315.5,289.1,139.9,814.8
Village Council,Ananda Kumar,413.728472093,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2022,13.54,93.53,138.61,76.03,321.71
Village Council,Chota Sakbari,347.640035295,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2022,16.04,73.47,103.19,52.1,244.8
Village Council,Maa Bankumai,1965.79397961,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,2022,14.73,186.76,452.1,554.73,1208.32
Village Council,Chati,608.126203007,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,2022,20.75,154.16,172.72,59.52,407.15
Gram Panchayet,Bhatubari,1539.28003877,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,2022,101.16,468.28,552.19,215.35,1336.98
Village Council,Khakaham,709.415068979,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,2022,14.44,151.45,202.41,144.43,512.73
Village Council,South Hichachara,1035.42012358,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,2022,48.87,221.07,319.91,181.11,770.96
Village Council,Thansha,687.607953157,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2022,5.19,82.94,160.9,194.9,443.93
Village Council,Sachirambari,1705.56944018,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,2022,76.65,604.81,377.31,117.04,1175.81
Village Council,Hakchal,775.586408288,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,2022,19.67,182.29,190.04,95.28,487.28
Gram Panchayet,Madhya Pilak,758.484846032,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,2022,29.79,174.28,221.87,76.64,502.58
Village Council,Mohininagar,795.769978331,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,2022,12.12,114.51,197.65,232.22,556.5
Gram Panchayet,Joykatpur,733.815354216,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,2022,44.9,217.38,271.83,79.34,613.45
Village Council,Khorangbaksha,1148.00517798,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2022,85.04,323.0,301.82,175.32,885.18
Village Council,Pohar,1602.85924483,South Tripura,Santirbazar,Kakulia,Srikantabari,Tuirbhuma Kowaifung,2022,5.62,182.83,384.89,251.56,824.9
Gram Panchayet,Kathalia,1385.90510724,South Tripura,Santirbazar,Kakulia,Muhuripur,Muhuripur,2022,133.07,404.86,382.59,298.58,1219.1
Village Council,Ambuchai,592.837673005,South Tripura,Belonia,Hrishyamukh,Ratanpur,Ratanpur,2022,41.81,145.7,173.64,106.74,467.89
Gram Panchayet,Khunati,1442.23013254,South Tripura,Santirbazar,Kakulia,Kakulia,Muhuripur R.F.,2022,131.11,340.67,347.62,268.64,1088.04
Gram Panchayet,Kasta Kumar Para,1104.2153466,South Tripura,Santirbazar,Kakulia,Srikantabari,North Jolaibari,2022,44.74,232.98,280.71,142.53,700.96
Gram Panchayet,Sakyamuni,752.264378597,South Tripura,Santirbazar,Kakulia,Kakulia,Latua Tilla,2022,40.53,200.19,271.71,163.39,675.82
Gram Panchayet,Gaburchara,341.116399955,South Tripura,Belonia,Hrishyamukh,Ratanpur,North Sarashima,2022,42.48,120.22,79.85,38.29,280.84
Village Council,Sanghati,893.876368877,South Tripura,Belonia,Hrishyamukh,Ratanpur,Gaburcherra,2022,54.97,227.49,277.29,173.86,733.61
Village Council,Khumthaima,615.063500273,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2022,8.86,77.17,133.68,109.3,329.01
Village Council,Twisawatalok,862.388207809,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2022,25.04,144.86,233.95,183.7,587.55
Village Council,Vaktiram,422.330906142,South Tripura,Santirbazar,Bagafa,Laxmicherra,Baikhora,2022,8.55,46.83,118.4,117.48,291.26
Gram Panchayet,Swrangdi,1433.46054891,South Tripura,Belonia,Bagafa,Santirbazar,Gardhang,2022,112.58,449.1,421.49,222.75,1205.92
Village Council,Yakalam,1633.77252567,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2022,37.61,253.92,344.8,336.35,972.68
,Raikalam,247.275454696,South Tripura,Santirbazar,Bagafa,Bagafa,,2022,3.33,24.55,52.96,48.07,128.91
Village Council,Laxmicherra,1842.4554739,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2022,15.82,177.11,373.11,281.61,847.65
Village Council,Pragati,402.764040818,South Tripura,Santirbazar,Bagafa,Santirbazar,Kathaliacherra,2022,18.67,71.15,115.33,138.38,343.53
Village Council,Rabithakur,658.744148845,Sepahijala,Sonamura,Kathalai,Kathalai,Manaipathar,2022,78.2,284.54,142.29,38.74,543.77
Village Council,Agragati,1325.87281894,South Tripura,Santirbazar,Bagafa,Bagafa,Madhya Kathalia,2022,17.46,159.38,256.34,311.37,744.55
Gram Panchayet,Maitry,509.009811421,Sepahijala,Sonamura,Kathalai,Jatrapur,South Maheshpur,2022,36.67,229.92,113.02,50.91,430.52
Village Council,Twisawaklou,761.369388166,South Tripura,Santirbazar,Bagafa,Patichari,Rajapur,2022,38.98,227.08,261.47,83.9,611.43
Village Council,Taj,888.612506686,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2022,51.25,203.31,254.84,207.52,716.92
Village Council,Twichoma,408.782866957,South Tripura,Santirbazar,Bagafa,Bagafa,Kathaliacherra,2022,14.58,87.15,107.41,116.4,325.54
Village Council,Paribartan,1214.43749487,South Tripura,Belonia,Bagafa,Bagafa,Debipur,2022,3.26,90.81,222.75,316.53,633.35
Gram Panchayet,Sanghati,999.114289477,Sepahijala,Sonamura,Kathalai,Kathalai,Kathalia,2022,112.03,395.65,231.55,73.28,812.51
Gram Panchayet,Banakalayan,560.090779087,Sepahijala,Sonamura,Kathalai,Masima,Nirvoypur,2022,48.51,310.95,94.7,15.04,469.2
Village Council,Kokbang Motha,438.549315413,South Tripura,Santirbazar,Bagafa,Devipur,Kathaliacherra,2022,7.7,51.99,80.16,142.2,282.05
Village Council,Valasa,776.451286667,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2022,42.46,177.69,220.87,164.36,605.38
Gram Panchayet,MBBKM,502.520168767,Sepahijala,Sonamura,Kathalai,Masima,Jatrapur,2022,62.23,255.8,67.87,16.85,402.75
Village Council,Patichari,1377.00627167,South Tripura,Santirbazar,Bagafa,Patichari,Patichhari,2022,86.06,400.9,508.51,200.57,1196.04
Village Council,Kamihumkrai,1231.93858827,South Tripura,Santirbazar,Bagafa,Devipur,South Takmachara,2022,27.29,186.44,287.42,296.18,797.33
Village Council,Takma,1823.70062033,South Tripura,Belonia,Bagafa,Manpathar,Takmacherra,2022,78.61,433.85,546.9,341.92,1401.28
Village Council,Yaprikta,1758.70186956,South Tripura,Belonia,Bagafa,Devipur,Debipur,2022,10.71,152.27,350.75,451.92,965.65
Village Council,Sabujdeep,1349.79597252,Sepahijala,Sonamura,Kathalai,Jatrapur,Dasarath Bari,2022,24.98,480.43,531.15,127.82,1164.38
Village Council,Sonapur,477.951873531,Sepahijala,Sonamura,Kathalai,Dhanpur,Kalikhola,2022,41.97,213.27,105.77,17.0,378.01
,Janakalyan,488.747277659,Sepahijala,Sonamura,Melaghar,Kalakhet,,2022,32.74,246.91,140.79,26.0,446.44
,Agragami,508.719874497,Sepahijala,Sonamura,Melaghar,Kalakhet,,2022,69.83,259.45,100.29,19.95,449.52
Gram Panchayet,Harichand Humkrai,576.980486944,Sepahijala,Sonamura,Melaghar,Induria,Baniachara,2022,19.53,219.18,222.03,45.56,506.3
Village Council,Chandulkami,1048.45460114,Sepahijala,Sonamura,Melaghar,Induria,Chandul,2022,52.62,339.15,387.05,120.06,898.88
Gram Panchayet,Indra Kumar Para,634.393480741,Sepahijala,Sonamura,Melaghar,Bairagibazar,Bejimara,2022,91.7,265.67,123.47,40.28,521.12
,Ramapadapara,122.991213557,Sepahijala,Sonamura,Melaghar,Sonamara,,2022,8.35,46.82,34.18,12.69,102.04
Gram Panchayet,Matinagar,1617.82966655,Sepahijala,Sonamura,Boxanagar,Matinagar,Matinagar,2022,149.49,698.5,403.2,70.5,1321.69
Village Council,Panchnaliya,647.303111942,Sepahijala,Sonamura,Boxanagar,Matinagar,Dhanirampur,2022,16.16,175.03,241.87,99.44,532.5
Gram Panchayet,Kamalnagar,627.091768573,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Kamalnagar,2022,60.56,262.26,166.41,30.37,519.6
Village Council,Bijoynagar,874.579267008,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,2022,23.05,270.36,283.55,101.3,678.26
Gram Panchayet,South Kalamchowra,656.865334562,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,2022,64.32,253.37,166.56,42.5,526.75
Gram Panchayet,North Kalamchowra,533.959137835,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,2022,71.69,213.59,116.17,24.63,426.08
Village Council,Anandanagar,446.009744782,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,2022,14.5,155.28,94.22,24.33,288.33
Gram Panchayet,Ashabari,822.338754546,Sepahijala,Sonamura,Boxanagar,Ashabari,North Kalamchoura,2022,69.23,347.7,163.97,56.97,637.87
Gram Panchayet,Kalshimura,502.227323255,Sepahijala,Sonamura,Boxanagar,Boxanagar,Kalshimura,2022,71.39,220.3,88.62,35.13,415.44
Village Council,Tarapadabari,244.503939572,Sepahijala,Jampuijala,Charilam,Pramodnagar,Pathaliaghat,2022,44.18,80.03,56.75,16.04,197.0
Village Council,Goliraibari,810.030561919,Sepahijala,Jampuijala,Charilam,Pramodnagar,Goliraibari,2022,90.93,197.29,294.06,101.54,683.82
Gram Panchayet,Puttia,262.831221619,Sepahijala,Sonamura,Boxanagar,Veluarchar,Boxanagar,2022,74.95,108.76,28.05,20.12,231.88
Village Council,Bangshibari,1258.14121854,Sepahijala,Jampuijala,Charilam,Charilam,Pathaliaghat,2022,175.11,339.91,471.48,98.23,1084.73
Village Council,Nazrul,560.735426556,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,2022,60.94,175.6,181.08,72.39,490.01
Village Council,Amarendranagar,604.836894405,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,2022,48.33,150.55,247.68,99.29,545.85
Gram Panchayet,Manikyanagar,1294.79155294,Sepahijala,Sonamura,Boxanagar,Boxanagar,Manikyanagar,2022,208.52,617.36,171.48,48.14,1045.5
Gram Panchayet,Veluarchar,940.993727651,Sepahijala,Sonamura,Boxanagar,Veluarchar,Ashabari,2022,205.77,386.37,84.97,22.45,699.56
Village Council,Dingroi,832.489852984,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Hachuk Khurio,2022,65.14,196.93,318.5,124.17,704.74
Village Council,Pitra Hatai,1001.2148316,Sepahijala,Jampuijala,Jampuijala,Thelakung,Choygharia,2022,22.2,125.64,221.17,306.41,675.42
Village Council,Khumpoi Bodal,1311.98433764,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pekuarjala,2022,120.98,407.13,410.31,180.86,1119.28
Village Council,Aitorma,297.086402879,Sepahijala,Jampuijala,Jampuijala,Jampuijala,West Takerjala,2022,78.61,69.89,46.01,25.32,219.83
Village Council,Mohanpur,961.962581945,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Mohanpur,2022,94.07,354.83,300.69,69.32,818.91
Village Council,Vasaitipu,349.260902593,Sepahijala,Amarpur,Jampuijala,Thelakung,Palku,2022,1.58,20.47,63.86,107.72,193.63
Village Council,Salka,943.570865159,Sepahijala,Jampuijala,Jampuijala,Jampuijala,North Takarjala,2022,106.71,296.22,289.34,118.19,810.46
Village Council,Pravapur,859.706927865,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pravapur,2022,106.26,266.23,283.9,33.79,690.18
Village Council,Sindai Bodal,646.684640911,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,2022,63.16,196.58,204.96,57.28,521.98
Village Council,Patirai Bodal,698.680543556,Sepahijala,Jampuijala,Jampuijala,Jampuijala,East Takerjala,2022,54.72,201.04,273.44,67.95,597.15
Village Council,Singna Dol,3614.2382895,Khowai,Teliamura,Mungiakami,Haludiachara,Nonacherra,2022,10.81,294.09,689.25,916.33,1910.48
Village Council,Sambhucharan,1056.32342408,Sepahijala,Jampuijala,Jampuijala,Gabordi,East Ratanpur,2022,78.34,345.66,456.68,43.28,923.96
Village Council,Jhilingma,494.23564085,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,2022,21.56,181.57,222.53,16.87,442.53
Village Council,East Belbari,453.255119188,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,2022,31.33,140.1,174.7,22.05,368.18
Village Council,GangiaTwisa,808.559493131,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,2022,24.82,203.01,272.8,100.37,601.0
Village Council,Zarzui,2625.12204138,Sepahijala,Jampuijala,Jampuijala,Thelakung,Killaverma,2022,45.76,296.82,545.06,781.08,1668.72
Village Council,Thansa Bodol,608.729765367,West Tripura,Jirania,Champknagar,Champaknagar,East Belbari,2022,63.02,197.22,197.52,45.8,503.56
Village Council,R.C. Para,610.43528501,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,2022,11.9,76.35,146.01,194.5,428.76
Village Council,Rwngsakha Bodal,1114.04071886,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,2022,10.64,117.18,197.16,358.86,683.84
Gram Panchayet,Sardukarkari,763.860433134,Khowai,Teliamura,Teliamura,Baramura,West Howaibari,2022,10.79,80.07,158.13,266.52,515.51
Village Council,Narangbari,548.992290196,West Tripura,Jirania,Champknagar,Champabari,Champabari,2022,0.66,22.92,89.62,238.23,351.43
Village Council,Bamsree Twisa,988.047048601,West Tripura,Jirania,Champknagar,Belbari,Belbari,2022,107.39,317.68,334.32,41.31,800.7
Village Council,Deven Twisa,257.750097342,West Tripura,Jirania,Champknagar,Champabari,Champabari,2022,3.49,24.1,36.4,107.45,171.44
Gram Panchayet,Hawaibari,453.070933285,Khowai,Teliamura,Teliamura,Baramura,Tuichindrai,2022,5.47,38.32,78.23,191.55,313.57
Village Council,KC Para,419.685934029,West Tripura,Jirania,Champknagar,Champaknagar,Champaknagar,2022,44.03,127.39,103.29,51.65,326.36
Village Council,Tuidolnai Bodal,1384.31455174,Khowai,Teliamura,Mungiakami,Chakmaghat,Manik Debbarma,2022,103.16,252.88,270.95,371.54,998.53
Village Council,Emmanualpara,364.658279758,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,2022,4.51,41.21,84.63,127.09,257.44
Village Council,Bardwal,455.713048109,West Tripura,Jirania,Champknagar,Champabari,Champabari,2022,1.69,28.9,76.56,201.93,309.08
Gram Panchayet,Raktiacherra,171.425871573,West Tripura,Jirania,Mandwi,Raktiacherra,East Debendranagar,2022,23.8,58.55,40.96,15.43,138.74
Gram Panchayet,Hamkrai,242.300323507,West Tripura,Jirania,Champknagar,Champaknagar,East Debendranagar,2022,37.24,67.64,52.08,31.38,188.34
Village Council,Aitorma Bodal,956.22022725,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,2022,17.92,123.24,185.65,258.57,585.38
Village Council,Marthandol,2308.55502976,Khowai,Teliamura,Mungiakami,Kakracherra,Nonacherra,2022,22.05,169.16,405.1,645.25,1241.56
Village Council,Sinai Kami,600.573796704,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,2022,17.26,100.01,142.09,196.68,456.04
Village Council,Hardai,1250.35102569,Khowai,Teliamura,Teliamura,Baramura,South Hadrai,2022,57.47,196.83,218.33,444.72,917.35
Village Council,Bongshimukha,935.169956114,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,2022,18.47,59.28,125.77,340.31,543.83
Village Council,Thaipungbil,852.368968536,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,2022,14.68,60.26,118.35,326.01,519.3
Village Council,Khakaham,567.071582479,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,4.16,32.01,85.89,189.61,311.67
Village Council,Dumti Para,752.877887977,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,2022,5.83,67.35,188.45,262.26,523.89
,Madhya Krishnapur,469.877562477,Khowai,Teliamura,Teliamura,Teliamura,,2022,63.43,126.12,77.9,104.11,371.56
Village Council,Brigudas Bari,694.174500358,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,2022,1.12,42.81,169.59,211.32,424.84
Village Council,Kwtal Bodal,710.292183199,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,2022,3.92,47.82,107.03,266.08,424.85
Village Council,Chakmaghat,461.217566213,Khowai,Teliamura,Mungiakami,Chakmaghat,East Laxmipur,2022,33.44,67.9,64.38,205.92,371.64
Village Council,Twikalai Kami,112.805799861,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,2022,0.34,11.23,36.93,30.44,78.94
Village Council,Bolong Hamkrai Bodal,1163.99365071,Khowai,Teliamura,Mungiakami,Mungiakami,Haludia,2022,59.31,228.91,210.71,401.77,900.7
Village Council,Khatansa Bodal,848.257512931,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,0.82,34.32,105.25,326.84,467.23
Village Council,Sichandi,527.246343272,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,2022,11.6,77.87,135.87,154.9,380.24
,Uttar Krishnapur,405.416344962,Khowai,Teliamura,Teliamura,Teliamura,,2022,43.03,141.79,98.8,50.28,333.9
Village Council,Manikung Kami,633.795024468,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,2022,3.46,51.74,182.13,165.64,402.97
Village Council,Lokuhamkrai Bodal,548.581576403,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,2022,1.67,32.24,83.2,190.57,307.68
Village Council,Jorkaham,663.740870941,Khowai,Teliamura,Teliamura,Duski,North Pulinpur,2022,3.29,34.47,113.18,274.01,424.95
Village Council,Yaprikwtal Bodal,353.571168541,Khowai,Teliamura,Tulashikhar,Champahour,Atharamura,2022,2.83,36.17,66.13,116.23,221.36
Village Council,Salkaham,801.520018077,Khowai,Teliamura,Teliamura,Duski,Duski,2022,132.56,192.29,124.17,160.17,609.19
,Laxmipur,149.090566825,Khowai,Teliamura,Teliamura,Teliamura,,2022,18.03,43.96,35.15,24.8,121.94
Village Council,Burakha Kami,325.60998416,West Tripura,Jirania,Mandwi,Burakha,Borakha,2022,26.75,129.47,98.87,6.98,262.07
Village Council,Chubanai Bodal,962.668335966,Khowai,Teliamura,Mungiakami,Chakmaghat,South Maharanipur,2022,14.78,122.65,229.09,414.65,781.17
Village Council,Shibnagar,658.938926737,West Tripura,Jirania,Mandwi,Burakha,South Shibnagar,2022,33.58,220.63,296.96,17.0,568.17
Village Council,Salkiyokjak,512.485285471,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,13.09,56.56,89.05,206.14,364.84
Village Council,Khabaksa Bodal,915.537147612,Khowai,Teliamura,Mungiakami,Mungiakami,Ramkrishnapur,2022,54.91,163.66,188.41,327.66,734.64
Village Council,Kathiram Bari,548.728105754,West Tripura,Jirania,Mandwi,Burakha,Shibnagar,2022,37.03,195.91,227.93,16.26,477.13
Village Council,Hamari Bodal,889.023585655,Khowai,Teliamura,Mungiakami,Atharamura,Sriramkhara,2022,38.62,155.5,191.71,252.24,638.07
Village Council,Yeakbaksa Bodal,692.284967565,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,8.37,46.23,129.21,210.54,394.35
Village Council,Yakhrai Bodal,730.467759409,Khowai,Teliamura,Kalyanpur,Kalyanpur,Ruprai,2022,6.99,50.07,127.61,302.37,487.04
Village Council,Matai Para,345.961792375,Khowai,Teliamura,Kalyanpur,Kalyanpur,Rajani Sardar Para,2022,40.99,71.41,62.48,87.7,262.58
Village Council,Hamkrai Bodal,567.223109523,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,15.3,55.52,83.6,221.24,375.66
Village Council,Lamsokjak Bodal,1169.60688378,Khowai,Teliamura,Mungiakami,Maharanipur,Sriramkhara,2022,35.75,153.23,220.98,346.04,756.0
Village Council,Triprabasti,718.409242902,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,2022,9.03,46.69,107.9,239.31,402.93
Village Council,Twisamungkwrwi,254.161187147,West Tripura,Mohanpur,Subalsing,Chandpur,East Chandpur,2022,2.74,45.61,87.49,63.67,199.51
Village Council,Kaithorai,1687.80018448,Khowai,Teliamura,Kalyanpur,Kalyanpur,West Kunjaban,2022,122.35,255.84,399.04,416.62,1193.85
Village Council,Khengra Para,498.005786737,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,2022,2.17,59.62,175.37,115.37,352.53
Village Council,Jamilwng,369.729472725,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,2022,1.99,44.54,125.52,71.62,243.67
Village Council,Hamari,368.952422339,West Tripura,Mohanpur,Subalsing,Chandpur,East Chandpur,2022,3.41,41.26,136.7,98.45,279.82
Village Council,Twimatai,439.081585886,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,2022,1.01,61.69,168.07,80.83,311.6
Village Council,Tiyarimairang,344.747826453,West Tripura,Mohanpur,Subalsing,Dumrakaridak,West Tamakari,2022,16.48,86.3,102.13,64.07,268.98
Village Council,Ramdayalbari,956.492926291,Khowai,Khowai,Padmabil,Paglabari,Paglabari,2022,72.71,239.84,282.79,145.38,740.72
Village Council,Jogendra Smriti,556.831912853,Khowai,Khowai,Padmabil,Paglabari,Twihaching Bari,2022,34.99,123.92,156.69,115.38,430.98
Village Council,Jorakwtal,188.021256025,West Tripura,Mohanpur,Subalsing,Dumrakaridak,East Tamakari,2022,4.01,35.68,61.06,49.77,150.52
Village Council,Athukiri,328.079408983,West Tripura,Mohanpur,Subalsing,Dumrakaridak,Dumrakaridak,2022,1.62,31.38,117.3,91.06,241.36
Village Council,Hridoy Choudhury,646.825994856,Khowai,Khowai,Padmabil,R C Ghat,Akhrabari,2022,49.86,163.3,229.52,86.76,529.44
Village Council,Salka,311.290052397,West Tripura,Mohanpur,Subalsing,Kambukcherra,East Tamakari,2022,3.76,53.67,123.79,60.89,242.11
Village Council,Hataikator,701.99239898,West Tripura,Mohanpur,Subalsing,Dumrakaridak,Dumrakaridak,2022,2.29,83.78,265.7,153.23,505.0
Village Council,Ratiranjan,772.141874179,Khowai,Khowai,Padmabil,Paglabari,Twihaching Bari,2022,58.65,169.29,188.39,170.8,587.13
Village Council,Harefkator,377.643132496,West Tripura,Mohanpur,Subalsing,Kambukcherra,Surendranagar,2022,8.14,63.57,132.88,97.03,301.62
Village Council,Kambukcherra,376.34778931,West Tripura,Mohanpur,Subalsing,Kambukcherra,Surendranagar,2022,1.45,38.73,137.26,98.26,275.7
Village Council,Arunjoy,1665.22673736,Khowai,Khowai,Padmabil,Paglabari,Mare Haduk,2022,149.42,423.38,559.47,205.56,1337.83
