GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Tropical Evergreen (ha),Semi Evergreen (ha),Moist Mixed Deciduous (ha),Mixed Deciduous (ha),Total_Forest_Area (ha)
Village Council,Sakya Adam,635.1500827,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,2021,31.33,40.12,47.31,27.25,146.01
Village Council,Singharam Para,472.2179033,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,2021,22.28,17.02,39.98,16.46,95.74
Village Council,Maharaja Bir Bikram,301.4093377,Khowai,Khowai,Tulashikhar,Gopalnagar,East Bachaibari,2021,23.92,35.75,16.01,32.19,107.87
Village Council,Rosomala Debbarma,1151.072756,Khowai,Khowai,Tulashikhar,Gopalnagar,East Bachaibari,2021,176.85,157.83,78.01,275.23,687.92
Village Council,Ramdula,927.1329697,Unakoti,Kumarghat,Machmara,Krishnatilla,Ramgunapara,2021,41.45,57.61,47.82,44.31,191.19
Village Council,Chandrakha,700.4215163,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,2021,84.31,108.98,45.33,111.91,350.53
Village Council,Rangchak Balong,1303.400489,Unakoti,Kumarghat,Kumarghat,Demdum,Demdum,2021,102.12,141.7,74.06,208.64,526.52
Village Council,Chong Chong,312.830333,Unakoti,Kumarghat,Machmara,Krishnatilla,South Dhanicherra,2021,20.4,32.93,24.72,27.28,105.33
Village Council,Sadhu Chandra Para,1576.611322,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,2021,184.55,254.68,112.29,224.75,776.27
Village Council,Bidyabil,724.5156337,Khowai,Khowai,Tulashikhar,Asharambari,Bidyabil,2021,22.93,35.2,44.63,19.87,122.63
Village Council,Agarchandra Debbarma,921.8051355,Khowai,Khowai,Tulashikhar,Asharambari,West Karangicherra,2021,14.86,16.57,62.26,3.67,97.36
Village Council,Bhudha Valley,926.3796735,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,2021,91.48,129.43,73.07,94.52,388.5
Village Council,Kamalapur,527.2827228,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nalkata,2021,17.3,17.02,40.9,9.82,85.04
Village Council,Egattor,359.8117979,Unakoti,Kumarghat,Pecharthal,Bagaichhara,Karaicherra,2021,13.9,17.42,25.83,11.51,68.66
Village Council,Udandi,683.2902425,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nalkata,2021,11.78,18.33,52.65,9.18,91.94
Gram Panchayet,Sabujbanani,2352.479441,Unakoti,Kumarghat,Kumarghat,Fatikroy,West Ratacherra,2021,31.94,71.42,129.35,55.18,287.89
Village Council,Baghaicherra,162.0663215,Unakoti,Kumarghat,Pecharthal,Bagaichhara,Bagaicherra,2021,8.4,9.07,13.7,5.87,37.04
Village Council,Greengold,323.9116783,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,2021,26.81,33.97,22.28,30.15,113.21
Village Council,Banabithi,415.1247836,Unakoti,Kumarghat,Kumarghat,Fatikroy,Deo-Velly,2021,32.67,38.32,30.24,33.68,134.91
Village Council,Khakchang,938.178997,Unakoti,Kumarghat,Kumarghat,Demdum,Rajkandi,2021,51,65.58,57.76,99.76,274.1
Village Council,Ujan Baghaicherra,513.028386,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nabincherra,2021,13.52,20.78,46.06,11.11,91.47
Village Council,Sonarampara,368.8073558,Unakoti,Kumarghat,Pecharthal,Nabinchhara,Sonarampara,2021,13.84,14.19,28.64,7.66,64.33
Village Council,Kelthang Twisa,574.1414759,Unakoti,Kumarghat,Kumarghat,Demdum,Fatikcherre Dasarath Deb,2021,25.52,39.2,38.23,49.48,152.43
Gram Panchayet,Banasree,718.5559532,Unakoti,Kumarghat,Kumarghat,Fatikroy,Sonaimuri,2021,18.57,17.85,42,7.91,86.33
Village Council,Banaraj,850.9225082,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,2021,78.43,103.06,73.59,91.24,346.32
Village Council,Sundarvan,668.2961625,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,2021,75.02,73.73,50.59,87.21,286.55
Village Council,Gobindabari,1253.152292,Unakoti,Kumarghat,Pecharthal,Nabinchhara,Sonarampara,2021,25.22,33.91,100.08,18.24,177.45
Village Council,Judamonipara,1356.324446,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,2021,142.86,139.21,102.07,210.93,595.07
Village Council,Bru-Kami,333.9911314,Unakoti,Kumarghat,Pecharthal,Andherchhara,Andhar Cherra,2021,50.56,53.69,24.36,56.17,184.78
Village Council,Greenland,596.3811035,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,2021,93.44,93.69,42.48,91.88,321.49
Village Council,Rachiline,713.2991011,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,2021,23.49,38.37,53.9,36.72,152.48
Gram Panchayet,Kalagang,261.3701906,North Tripura,Dharmanagar,Panisagar,Jalebassa,Pekucherra,2021,4.13,4.58,15.69,1.38,25.78
Village Council,Mundaline,822.7660942,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,2021,9.36,22.99,51.27,12.65,96.27
Village Council,Phaiko,429.562075,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,2021,36.79,43.4,35.4,37.47,153.06
Village Council,Seba Ch. Para,1317.221818,Unakoti,Kumarghat,Pecharthal,Andherchhara,East Andharcherra,2021,39.39,62.97,92,42.93,237.29
Village Council,Tailenbari,600.3476521,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,2021,87.19,103.36,39.32,113.9,343.77
Gram Panchayet,Moracherra,1034.883999,Unakoti,Kumarghat,Pecharthal,Andherchhara,West Tilthai,2021,108.49,122.85,79.11,130.91,441.36
NP,C.H Para JFMC,816.7935103,North Tripura,Dharmanagar,Panisagar,Panisagar,Panisagar NP,2021,5.07,6.42,42.62,1.35,55.46
Village Council,Seisimdung,651.3098702,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,2021,75.71,91.66,52.17,79.41,298.95
Gram Panchayet,Buthuhill,1078.554632,Unakoti,Kailasahar,Gournagar,Jalai,Jalai,2021,65.55,87.98,60.89,74.27,288.69
Gram Panchayet,West Bilthai,353.4600865,North Tripura,Dharmanagar,Panisagar,Panisagar,East Tilthai,2021,2.93,4.05,18.55,1.36,26.89
Village Council,Saitha,609.8020997,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,2021,54.6,67.43,52.04,61.49,235.56
Gram Panchayet,Shyamprasad Mukherjee,516.9304468,North Tripura,Dharmanagar,Panisagar,Panisagar,Deocherra,2021,3.06,7.01,24.91,1.16,36.14
Gram Panchayet,Puspamanipara,615.2021462,North Tripura,Dharmanagar,Panisagar,Indurail,South Padmabill,2021,6.22,6.47,36.11,1.89,50.69
Gram Panchayet,Kami Humkarai,490.4343731,North Tripura,Dharmanagar,Panisagar,Krishnapur,West Tilthai,2021,41.36,61.51,36.79,59.46,199.12
Village Council,Shivbari,982.8572212,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,2021,129.41,178.38,58.47,185.47,551.73
Gram Panchayet,Phaikakham,516.6313242,North Tripura,Dharmanagar,Panisagar,Krishnapur,West Tilthai,2021,65.35,88.56,33.89,73.91,261.71
Village Council,Mannei,984.5014486,North Tripura,Dharmanagar,Panisagar,Indurail,Noagaon,2021,93.27,138.29,85.28,108.21,425.05
Village Council,Reang Para,299.7080306,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2021,14.71,30.82,23.5,22.07,91.1
Village Council,Eden Rahuan,440.0368578,North Tripura,Dharmanagar,Panisagar,Bagbasa,Zaithang,2021,40.49,54.41,36.52,46.68,178.1
Gram Panchayet,Lumbockcherra,311.966249,North Tripura,Dharmanagar,Panisagar,Bagbasa,Bagbasa,2021,27.17,26.67,26.85,23.35,104.04
Village Council,Balidhum,472.6373433,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2021,81.03,88.39,29.61,85.93,284.96
Village Council,Tivalian,421.4766065,North Tripura,Dharmanagar,Panisagar,Bagbasa,Zaithang,2021,35.23,50.48,34.97,35.95,156.63
Village Council,Bireshpara,463.3139332,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2021,29.08,56.93,36.99,47.39,170.39
Gram Panchayet,Parasen,574.8812761,North Tripura,Dharmanagar,Panisagar,Bagbasa,Bagbasa,2021,16.35,19.12,38.59,13.34,87.4
Village Council,Baithangbari,639.1048078,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2021,68.92,80.32,52.87,60.92,263.03
Gram Panchayet,Balicherra,865.1212705,North Tripura,Dharmanagar,Dharmanagar,Sanichhara,Sanicherra,2021,32.73,41.9,59.96,26.98,161.57
Village Council,Nabajiban,959.0200933,North Tripura,Dharmanagar,Dharmanagar,Sanichhara,Balichara,2021,30.53,49.19,91.67,25.15,196.54
Gram Panchayet,Banaphul,557.6198812,North Tripura,Dharmanagar,Dharmanagar,Churaibari,Laxminagar,2021,3.17,5.44,26.25,2.23,37.09
Gram Panchayet,Alochaya,420.2280337,North Tripura,Dharmanagar,Dharmanagar,Churaibari,North Fulbari,2021,4.56,3.58,25.03,1.55,34.72
Village Council,Pathaliaghat,389.3197494,Sepahijala,Jampuijala,Charilam,Pramodnagar,Pathaliaghat,2021,1.16,2.47,16.25,0.31,20.19
Village Council,Chelakappa,732.9412968,Gomati,Karbook,Silachari,Bagachatal,Kaptali,2021,36.09,63.17,50.61,60.67,210.54
Village Council,Kaptali,944.2200809,Gomati,Karbook,Silachari,Bagachatal,Bagachatal,2021,88.48,153.02,53.6,181.96,477.06
Village Council,Pothachari,468.6693646,Gomati,Karbook,Silachari,Ghorakappa,Ghorakappa,2021,15.67,26.83,30.26,19.62,92.38
Village Council,Deshram khamar Para,357.2187539,Gomati,Karbook,Silachari,Ghorakappa,Ghorakappa,2021,41.74,58.79,17.5,69.76,187.79
Village Council,Nabachandra Para,879.662804,Gomati,Sabroom,Silachari,Suknachari,Chalita Bankul,2021,72.18,127.44,55.91,137.2,392.73
Village Council,Annabandhu Para,972.73778,Gomati,Karbook,Silachari,Ghorakappa,Suknachari,2021,58.24,105.68,52.86,103.18,319.96
Village Council,New Gunjalima,870.6227797,Gomati,Sabroom,Silachari,Ghorakappa,Chalita Bankul,2021,64.86,117.46,58.29,127.36,367.97
Village Council,Meghabarna Para,775.5240815,Gomati,Sabroom,Silachari,Suknachari,Chalita Bankul,2021,63.58,105.92,55.37,121.21,346.08
Village Council,Hazachari,322.0787445,Gomati,Karbook,Silachari,Suknachari,Hajachari,2021,41.17,46.98,16.81,66.29,171.25
Village Council,Larong,1085.773057,Gomati,Karbook,Silachari,Suknachari,Hajachari,2021,44.94,66.07,50.55,65.78,227.34
Village Council,Silaguha,579.5011521,Gomati,Karbook,Silachari,Silachari,Silachari,2021,34.98,43.98,27.14,39.98,146.08
Village Council,Barbil,565.7402645,Gomati,Karbook,Silachari,Ailmara,Barabil,2021,63.43,86.5,31.51,94.37,275.81
Village Council,Wasna,634.2356789,Gomati,Karbook,Silachari,Ailmara,Barabil,2021,3.79,6.68,25.76,2.05,38.28
Village Council,Aloran,399.4390564,Gomati,Karbook,Silachari,Ailmara,Ailmara,2021,32.72,54.56,25.93,54.19,167.4
Village Council,Chakma Augmuli,472.847395,Gomati,Karbook,Silachari,Ailmara,Ailmara,2021,3.38,5.34,18.64,1.79,29.15
Village Council,Patichari,658.2453391,Gomati,Karbook,Karbook,Bhagawantilla,Patichari,2021,21.51,40.86,36.69,34.42,133.48
Village Council,Bolong Naithok,1229.445988,Gomati,Karbook,Karbook,Bhagawantilla,Patichari,2021,47.9,86.62,75.69,77.68,287.89
Village Council,Nabajagaran,404.626922,Gomati,Karbook,Karbook,Bhagawantilla,Jalaya,2021,6.31,11.11,26.64,6.09,50.15
Village Council,Pilonjoy Para,995.8588576,Gomati,Karbook,Karbook,Bhagawantilla,Ichachari,2021,13.26,24.01,65.49,15.11,117.87
Village Council,Khumpui,669.0711878,Gomati,Santirbazar,Karbook,Jalaya Bazar,Lawgangsom,2021,43.82,74.72,44.87,84.32,247.73
Village Council,Debi chari,1005.52202,Gomati,Karbook,Karbook,Jalaya Bazar,East Karbook,2021,56.41,84.25,54.64,98.51,293.81
Village Council,Jangidas Para,838.188825,Gomati,Karbook,Karbook,Bairagidokan,Jenta Twisa,2021,13.72,21.98,59.42,18.3,113.42
Village Council,Durparai Para,680.3709562,Gomati,Karbook,Karbook,Bairagidokan,South Ekchari,2021,23.44,39.16,37.96,51.5,152.06
Village Council,Yaprikwtal,1241.599394,Gomati,Santirbazar,Karbook,Jalaya Bazar,Lawgangsom,2021,81.64,130.74,68.95,214.93,496.26
Village Council,Twibaglai,1567.121889,Gomati,Karbook,Tirthamukh,Tirthamukh,East Manikya Dewan,2021,206.92,271.6,84.27,342.57,905.36
Village Council,Sabuj banani,364.7942988,Gomati,Karbook,Karbook,Jatanbari,West Ekchari,2021,15.89,24.09,23.27,29.71,92.96
Village Council,Jugendra Para,1243.782129,Gomati,Karbook,Karbook,Bairagidokan,East Manikya Dewan,2021,39.45,66.76,83.32,54.61,244.14
Village Council,Hamkrai,781.1554902,Gomati,Karbook,Karbook,Lowgang,Lowgang,2021,52.71,84.77,44.53,107.92,289.93
Village Council,Satarai Uchoipara,264.7948033,Gomati,Karbook,Karbook,Lowgang,South Chellagang,2021,15.45,23.14,15.16,31.28,85.03
Village Council,Mandirghat Para,449.7386832,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2021,47.65,62.43,26.21,59.57,195.86
Village Council,Rasnadhan Para,713.8966193,Gomati,Amarpur,Tirthamukh,Mandirghat,New Gomati,2021,93,123.37,39.37,98.4,354.14
Village Council,Santipara,640.0407275,Gomati,Karbook,Karbook,Jatanbari,Jatanbari,2021,21.02,32.05,41.69,24.84,119.6
,Baiddya Charri,436.9073283,Gomati,Amarpur,Tirthamukh,Tirthamukh,,2021,22.2,35.99,28.16,27.55,113.9
Village Council,Aaranga,796.8264434,Gomati,Amarpur,Tirthamukh,Tirthamukh,New Gomati,2021,89.66,112.6,52.99,101.13,356.38
Village Council,Swapner Sabuj,750.5286215,Gomati,Karbook,Karbook,Jatanbari,North Ekchari,2021,10.19,22.83,37.82,14.63,85.47
Village Council,Labarai Para,1034.006519,Gomati,Amarpur,Amarpur,Nutanbazar,North Chellagang,2021,31.18,49.17,57.5,33.4,171.25
Village Council,Raishyabari Nokthai,251.9298461,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Narikal Kunja,2021,2.81,5.46,11.27,1.92,21.46
Village Council,Swam Twisa,692.7116648,Gomati,Amarpur,Tirthamukh,Tirthamukh,Natunbazar,2021,99.82,123.38,33.08,116.9,373.18
Village Council,Purba Potacherra,622.1716876,Dhalai,Gandacherra,Gonda Twisa,Potacherra,East Potacherra,2021,27.61,44.29,39.38,36.69,147.97
Village Council,Bhomracherra,948.2955481,Gomati,Amarpur,Amarpur,Nutanbazar,Natunbazar,2021,56.26,87.03,55.18,72.47,270.94
Village Council,Khasmai,790.3493358,Gomati,Amarpur,Amarpur,Kalajhari,Natunbazar,2021,102.19,153.64,38.96,153.11,447.9
Village Council,Indrakishore,495.2961241,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raishyabari,2021,6.62,12.17,26.92,5.77,51.48
Village Council,Chaplling Cherra,614.9197446,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2021,62.55,88.7,33.19,103.05,287.49
Village Council,Khedarnal,929.8650588,Gomati,Amarpur,Amarpur,Nutanbazar,Kedarnal,2021,67.24,103.39,56.2,95.17,322
Village Council,Madhanjoy,345.1751002,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2021,23.22,47.76,17.68,44.76,133.42
Village Council,Khapang Bodol,368.6529929,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Raima,2021,48.88,68.37,21.82,72.46,211.53
Village Council,Paschim Potacherra,1426.006414,Dhalai,Gandacherra,Gonda Twisa,Potacherra,West Potacherra,2021,8.9,12.88,25.7,4.62,52.1
Village Council,Purba Duluma,1590.261184,Gomati,Amarpur,Amarpur,Nutanbazar,East Duluma,2021,94.81,156.26,87.31,166.95,505.33
Village Council,Lebacharamukh,1732.478619,Gomati,Amarpur,Amarpur,Nutanbazar,Bhomracherra,2021,341.99,368.23,69.16,455.86,1235.24
Village Council,Banbihar EDC,264.4425715,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2021,3.84,3.38,8.3,3.5,19.02
Gram Panchayet,Khakchang,805.0351945,Gomati,Amarpur,Amarpur,Amarpur,Rangkang,2021,33.48,58.92,43.29,32.12,167.81
Village Council,Khetradhan Rouwaja Para,2219.57594,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2021,35,51.94,78.36,30.76,196.06
Village Council,Chanduk Twisa,465.5705511,Gomati,Amarpur,Amarpur,Dalak,Dalak,2021,8.42,18.7,24.66,12.05,63.83
Village Council,South Narikel Kunja,940.5449374,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2021,20.44,21.78,41.07,11.83,95.12
Village Council,Chandidas,792.8236247,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Tuichakma,2021,27.64,45.3,46.58,37.31,156.83
Village Council,Sarbajoy Para,2683.298225,Gomati,Amarpur,Amarpur,Dalak,Paharpur,2021,379.51,374.85,117.8,624.58,1496.74
Village Council,Tawbera,757.5833532,Gomati,Amarpur,Amarpur,Amarpur,Rajkang,2021,41.76,49.04,48.12,16.98,155.9
Village Council,North Narikel Kunja,766.1441634,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2021,17.77,31.76,45.47,19.41,114.41
Gram Panchayet,Tausiha Moin RF,516.1260821,Gomati,Amarpur,Amarpur,Kalajhari,West Malbasa,2021,22.45,44.09,30.97,43.47,140.98
Village Council,Bowalkhali,3428.008175,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bawalkhali,2021,320.5,492.79,222.8,457.93,1494.02
Gram Panchayet,Khabaha,1060.718665,Gomati,Amarpur,Amarpur,Amarpur,Thakchara,2021,21.61,39.71,45.58,19.11,126.01
Village Council,Thakurcherra,1290.208717,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2021,50.83,72.31,77.99,55.22,256.35
Village Council,Jharikusum,390.197645,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2021,13,24.92,26.82,20.87,85.61
Village Council,Samal Twisa,3075.034924,Gomati,Amarpur,Amarpur,Kalajhari,East Malbasa,2021,382.4,481.2,164.34,644.2,1672.14
Gram Panchayet,Newlife,404.4535885,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,2021,49.79,66.06,20.8,79.99,216.64
Village Council,Tuichakma,1369.395877,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2021,62.48,136.1,85.36,132.15,416.09
Village Council,Sangranma EDC,564.9761988,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2021,18.79,35.35,38.82,23.91,116.87
Village Council,Beledi EDC,1637.867545,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2021,20.61,30.81,41.51,23,115.93
Village Council,Kamalai,446.579248,Gomati,Amarpur,Ampi,Chechua,Lalgiri,2021,13.63,28.35,26.97,13.44,82.39
Village Council,Bankarai Para,1537.917564,Gomati,Amarpur,Amarpur,Bampur,Gungia,2021,139.41,216.73,89.49,239.78,685.41
Village Council,Sukmohan JFMC (e Beat),1533.315583,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,2021,130.16,173.75,81.72,213.21,598.84
Village Council,Uttar Thakurcherra,784.7937386,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,2021,33.66,55.96,57.1,43.25,189.97
Village Council,Ranipukur EDC,1044.586608,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,2021,37.21,54.99,78.5,38.98,209.68
Gram Panchayet,Puskini,1252.608926,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,2021,51.82,78.42,54.69,70.87,255.8
Village Council,Chhankhola,981.4272723,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,2021,48.48,67.91,62.07,64.93,243.39
Village Council,Ramnagar EDC,1100.938263,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2021,25.92,60.88,60.23,41.9,188.93
Village Council,Omlakbari,569.0416947,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,2021,27.86,34.08,31.43,32.66,126.03
Village Council,Biswaram Para EDC,159.8191585,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2021,6.74,18.64,11.23,17,53.61
Village Council,Nagarai Bangsi,735.0138977,Gomati,Amarpur,Ampi,Chechua,South Sangang,2021,51.62,88.21,39.17,94.42,273.42
Village Council,Mach kumir EDC,653.5669865,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2021,5.33,12.52,30.09,4.72,52.66
Village Council,Kalajhari,2429.890474,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,2021,293.68,404.18,132.47,551.8,1382.13
Village Council,Hatimatha,281.115423,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,2021,14.86,23,17.11,21.17,76.14
Village Council,Joychandra Para,644.1766473,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,2021,21.01,42.06,39.97,21.03,124.07
Village Council,North Sarma,826.5059403,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,2021,27.62,51.66,57.41,36.58,173.27
Village Council,Laxmipur EDC,277.7913379,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2021,12.04,25.18,17.43,19.99,74.64
Village Council,Old Dalapati,1235.61875,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,2021,73.63,133.2,83.68,129.19,419.7
Village Council,Mohankanta,1689.986155,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,2021,205.58,270.5,94.65,371.12,941.85
Village Council,Sinsat,380.3925292,Gomati,Udaipur,Killa,Killa,Darjeeling,2021,39.52,43.43,26.12,56.11,165.18
Village Council,Thandachara,1124.880803,Gomati,Udaipur,Killa,Khupilong,Kachigang,2021,27.83,56.2,79.73,28.05,191.81
Village Council,Salka,1667.339992,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,2021,64.82,107.43,94.53,62.23,329.01
Village Council,Marua Colony,622.7470039,Gomati,Amarpur,Ampi,Chechua,South Sangang,2021,92.68,102.1,26.34,151.93,373.05
Village Council,Naharmabadal,1058.885192,Gomati,Udaipur,Killa,Killa,Joyingbari,2021,100.03,114.95,62.5,141.86,419.34
Village Council,Chandrakumar EDC,1495.18798,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,2021,47.15,104.71,86.78,91.37,330.01
Village Council,Atharabhola JFMC,496.8080177,Gomati,Udaipur,Killa,T.C Bari,Jalema,2021,4.34,11.81,36.73,3.38,56.26
Village Council,Thumbari,1274.375314,Gomati,Udaipur,Killa,Killa,North Baramura,2021,180.22,212.65,60.05,305.43,758.35
Village Council,Haja Twisha,1493.508337,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,2021,112.36,201.7,89.61,205.98,609.65
Village Council,Ganda Twisa,3575.590109,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,2021,450.08,632.06,173.88,883.73,2139.75
Village Council,Rangajhari EDC,643.2667969,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2021,26.85,54.9,38.31,58,178.06
Village Council,Kanankta Para,1994.007718,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,2021,127.82,240.2,135.94,227.4,731.36
Village Council,Longdhor,529.5508976,Gomati,Udaipur,Killa,Khupilong,Bagma,2021,5.87,15.28,33.76,2.87,57.78
Village Council,Ha Khamber,1676.570928,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,2021,169.77,265.99,87.59,354.82,878.17
Village Council,Tangpaiya,4038.917042,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,2021,440.52,712.07,194.03,902.33,2248.95
Village Council,Serthum,588.3423222,Gomati,Amarpur,Ampi,Ampi,North Sangang,2021,61.21,80.39,39.98,96.78,278.36
Village Council,Jari Milre EDC,479.1290548,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2021,18.22,40.16,32.58,36.4,127.36
Village Council,Karna kishore,843.5738217,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2021,78.53,120.4,46.82,153.2,398.95
Village Council,Kunarampara,431.4061346,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,2021,17.96,32.37,27.68,14.41,92.42
Village Council,Temtui Kami,1542.28927,Gomati,Amarpur,Ampi,Ampi,Chechua,2021,59.11,105.37,84.78,57.19,306.45
Village Council,Mohannya Para,830.5595273,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,2021,77,104.11,54.7,135.33,371.14
Village Council,Manthar,2448.323272,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,2021,199.67,250.6,163.01,289.64,902.92
Village Council,Hojagiri,236.0275668,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2021,14.49,33.96,14.77,29.94,93.16
Village Council,New Boncher,741.9805817,Gomati,Amarpur,Ampi,Ampi,Baishyamani,2021,101.11,98.51,45.58,123.73,368.93
Village Council,Atharamura,878.1725171,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,2021,52.22,102.99,55.92,81.89,293.02
