GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,FCD_Scrub_Land_ha,FCD_Open_Forest_ha,FCD_Moderate_Dense_Forest_ha,FCD_Very_Dense_Forest_ha,Year,Total_Veg_FCD_ha
Village Council,Bangshibari,1258.14121854,Sepahijala,Jampuijala,Charilam,Charilam,Pathaliaghat,152.77,466.08,419.18,28.68,2023,1066.71
Village Council,Nazrul,560.735426556,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,66.17,234.93,155.54,17.6,2023,474.24
Village Council,Amarendranagar,604.836894405,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Amarendra Nagar,52.1,219.23,226.0,26.21,2023,523.54
Gram Panchayet,Manikyanagar,1294.79155294,Sepahijala,Sonamura,Boxanagar,Boxanagar,Manikyanagar,299.34,499.48,220.61,35.96,2023,1055.39
Gram Panchayet,Veluarchar,940.993727651,Sepahijala,Sonamura,Boxanagar,Veluarchar,Ashabari,270.44,355.2,97.73,8.36,2023,731.73
Village Council,Dingroi,832.489852984,Sepahijala,Jampuijala,Jampuijala,Amarendranagar,Hachuk Khurio,72.53,243.29,314.03,63.24,2023,693.09
Village Council,Pitra Hatai,1001.2148316,Sepahijala,Jampuijala,Jampuijala,Thelakung,Choygharia,28.38,98.19,233.05,308.47,2023,668.09
Village Council,Khumpoi Bodal,1311.98433764,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pekuarjala,114.43,371.83,444.22,109.34,2023,1039.82
Village Council,Aitorma,297.086402879,Sepahijala,Jampuijala,Jampuijala,Jampuijala,West Takerjala,61.14,82.65,64.05,17.09,2023,224.93
Village Council,Mohanpur,961.962581945,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Mohanpur,127.91,306.68,276.21,46.8,2023,757.6
Village Council,Vasaitipu,349.260902593,Sepahijala,Amarpur,Jampuijala,Thelakung,Palku,9.06,17.63,50.34,129.47,2023,206.5
Village Council,Salka,943.570865159,Sepahijala,Jampuijala,Jampuijala,Jampuijala,North Takarjala,113.27,285.65,323.45,59.21,2023,781.58
Village Council,Pravapur,859.706927865,Sepahijala,Jampuijala,Jampuijala,Kalkalia,Pravapur,97.14,237.46,311.64,22.55,2023,668.79
Village Council,Sindai Bodal,646.684640911,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,58.28,159.61,216.64,39.76,2023,474.29
Village Council,Patirai Bodal,698.680543556,Sepahijala,Jampuijala,Jampuijala,Jampuijala,East Takerjala,44.48,157.18,309.24,49.09,2023,559.99
Village Council,Singna Dol,3614.2382895,Khowai,Teliamura,Mungiakami,Haludiachara,Nonacherra,69.16,168.8,564.24,1470.54,2023,2272.74
Village Council,Sambhucharan,1056.32342408,Sepahijala,Jampuijala,Jampuijala,Gabordi,East Ratanpur,70.85,258.09,488.52,40.8,2023,858.26
Village Council,Jhilingma,494.23564085,Sepahijala,Jampuijala,Jampuijala,Gabordi,Ratanpur,27.5,108.14,259.72,18.36,2023,413.72
Village Council,East Belbari,453.255119188,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,23.45,65.33,168.17,49.38,2023,306.33
Village Council,GangiaTwisa,808.559493131,West Tripura,Jirania,Champknagar,Belbari,Bikram Molsom,29.9,99.04,247.49,144.41,2023,520.84
Village Council,Zarzui,2625.12204138,Sepahijala,Jampuijala,Jampuijala,Thelakung,Killaverma,70.72,210.84,516.78,926.85,2023,1725.19
Village Council,Thansa Bodol,608.729765367,West Tripura,Jirania,Champknagar,Champaknagar,East Belbari,47.65,123.44,200.01,78.21,2023,449.31
Village Council,R.C. Para,610.43528501,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,10.2,47.14,139.84,231.03,2023,428.21
Village Council,Rwngsakha Bodal,1114.04071886,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,65.97,70.43,140.0,426.26,2023,702.66
Gram Panchayet,Sardukarkari,763.860433134,Khowai,Teliamura,Teliamura,Baramura,West Howaibari,11.92,56.8,158.08,312.44,2023,539.24
Village Council,Narangbari,548.992290196,West Tripura,Jirania,Champknagar,Champabari,Champabari,0.9,15.45,73.83,269.38,2023,359.56
Village Council,Bamsree Twisa,988.047048601,West Tripura,Jirania,Champknagar,Belbari,Belbari,86.04,212.99,360.65,97.39,2023,757.07
Village Council,Deven Twisa,257.750097342,West Tripura,Jirania,Champknagar,Champabari,Champabari,3.37,17.08,41.22,117.78,2023,179.45
Gram Panchayet,Hawaibari,453.070933285,Khowai,Teliamura,Teliamura,Baramura,Tuichindrai,3.26,29.6,95.58,210.32,2023,338.76
Village Council,KC Para,419.685934029,West Tripura,Jirania,Champknagar,Champaknagar,Champaknagar,33.77,84.46,99.86,76.34,2023,294.43
Village Council,Tuidolnai Bodal,1384.31455174,Khowai,Teliamura,Mungiakami,Chakmaghat,Manik Debbarma,95.56,222.2,306.85,396.76,2023,1021.37
Village Council,Emmanualpara,364.658279758,West Tripura,Jirania,Champknagar,Champabari,Champaknagar,3.39,19.82,65.28,148.13,2023,236.62
Village Council,Bardwal,455.713048109,West Tripura,Jirania,Champknagar,Champabari,Champabari,1.85,17.37,58.8,221.91,2023,299.93
Gram Panchayet,Raktiacherra,171.425871573,West Tripura,Jirania,Mandwi,Raktiacherra,East Debendranagar,19.62,45.74,51.04,15.76,2023,132.16
Gram Panchayet,Hamkrai,242.300323507,West Tripura,Jirania,Champknagar,Champaknagar,East Debendranagar,37.21,58.04,60.2,31.7,2023,187.15
Village Council,Aitorma Bodal,956.22022725,Khowai,Teliamura,Mungiakami,Kakracherra,Kakracherra,20.82,64.08,161.11,410.56,2023,656.57
Village Council,Marthandol,2308.55502976,Khowai,Teliamura,Mungiakami,Kakracherra,Nonacherra,39.83,108.29,336.63,960.94,2023,1445.69
Village Council,Sinai Kami,600.573796704,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,16.18,77.3,149.78,193.57,2023,436.83
Village Council,Hardai,1250.35102569,Khowai,Teliamura,Teliamura,Baramura,South Hadrai,43.07,165.67,281.01,484.3,2023,974.05
Village Council,Bongshimukha,935.169956114,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,95.94,63.11,147.78,309.83,2023,616.66
Village Council,Thaipungbil,852.368968536,Khowai,Teliamura,Mungiakami,Nugraipara,Atharamura,87.95,54.08,92.65,306.4,2023,541.08
Village Council,Khakaham,567.071582479,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,7.1,21.4,54.88,276.13,2023,359.51
Village Council,Dumti Para,752.877887977,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,7.25,48.4,173.93,264.81,2023,494.39
,Madhya Krishnapur,469.877562477,Khowai,Teliamura,Teliamura,Teliamura,,64.19,104.55,101.65,108.41,2023,378.8
Village Council,Brigudas Bari,694.174500358,West Tripura,Jirania,Mandwi,Raktiacherra,Khamting Bari,2.24,30.72,154.08,237.1,2023,424.14
Village Council,Kwtal Bodal,710.292183199,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,40.8,46.35,85.19,271.8,2023,444.14
Village Council,Chakmaghat,461.217566213,Khowai,Teliamura,Mungiakami,Chakmaghat,East Laxmipur,41.86,57.98,76.39,189.88,2023,366.11
Village Council,Twikalai Kami,112.805799861,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,0.84,10.38,35.91,27.18,2023,74.31
Village Council,Bolong Hamkrai Bodal,1163.99365071,Khowai,Teliamura,Mungiakami,Mungiakami,Haludia,107.34,174.53,239.13,335.6,2023,856.6
Village Council,Khatansa Bodal,848.257512931,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,21.07,36.41,66.0,404.3,2023,527.78
Village Council,Sichandi,527.246343272,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,14.18,65.51,139.15,147.68,2023,366.52
,Uttar Krishnapur,405.416344962,Khowai,Teliamura,Teliamura,Teliamura,,45.29,91.66,120.39,65.95,2023,323.29
Village Council,Manikung Kami,633.795024468,West Tripura,Jirania,Mandwi,Manikung,Dinakobra,2.17,35.72,168.15,183.73,2023,389.77
Village Council,Lokuhamkrai Bodal,548.581576403,Khowai,Teliamura,Mungiakami,Mungiakami,Atharamura,55.47,47.67,72.56,148.16,2023,323.86
Village Council,Jorkaham,663.740870941,Khowai,Teliamura,Teliamura,Duski,North Pulinpur,5.57,32.62,121.01,297.73,2023,456.93
Village Council,Yaprikwtal Bodal,353.571168541,Khowai,Teliamura,Tulashikhar,Champahour,Atharamura,11.94,10.41,23.15,169.65,2023,215.15
Village Council,Salkaham,801.520018077,Khowai,Teliamura,Teliamura,Duski,Duski,76.12,193.73,207.67,195.02,2023,672.54
,Laxmipur,149.090566825,Khowai,Teliamura,Teliamura,Teliamura,,20.28,35.46,41.8,26.83,2023,124.37
Village Council,Burakha Kami,325.60998416,West Tripura,Jirania,Mandwi,Burakha,Borakha,20.42,72.15,130.4,25.63,2023,248.6
Village Council,Chubanai Bodal,962.668335966,Khowai,Teliamura,Mungiakami,Chakmaghat,South Maharanipur,24.43,75.16,182.08,437.47,2023,719.14
Village Council,Shibnagar,658.938926737,West Tripura,Jirania,Mandwi,Burakha,South Shibnagar,30.19,113.93,350.79,44.0,2023,538.91
Village Council,Salkiyokjak,512.485285471,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,28.91,29.6,52.59,240.2,2023,351.3
Village Council,Khabaksa Bodal,915.537147612,Khowai,Teliamura,Mungiakami,Mungiakami,Ramkrishnapur,53.74,115.73,174.19,321.89,2023,665.55
Village Council,Kathiram Bari,548.728105754,West Tripura,Jirania,Mandwi,Burakha,Shibnagar,34.23,112.47,260.35,49.32,2023,456.37
Village Council,Hamari Bodal,889.023585655,Khowai,Teliamura,Mungiakami,Atharamura,Sriramkhara,36.32,100.8,157.99,331.33,2023,626.44
Village Council,Yeakbaksa Bodal,692.284967565,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,8.52,29.61,91.32,304.4,2023,433.85
Village Council,Yakhrai Bodal,730.467759409,Khowai,Teliamura,Kalyanpur,Kalyanpur,Ruprai,5.41,33.01,119.22,340.06,2023,497.7
Village Council,Matai Para,345.961792375,Khowai,Teliamura,Kalyanpur,Kalyanpur,Rajani Sardar Para,23.47,75.2,90.98,88.84,2023,278.49
Village Council,Hamkrai Bodal,567.223109523,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,38.58,26.7,47.95,254.12,2023,367.35
Village Council,Lamsokjak Bodal,1169.60688378,Khowai,Teliamura,Mungiakami,Maharanipur,Sriramkhara,59.94,112.63,205.82,392.32,2023,770.71
Village Council,Triprabasti,718.409242902,Khowai,Teliamura,Mungiakami,Atharamura,Atharamura,8.33,18.81,47.46,352.56,2023,427.16
Village Council,Twisamungkwrwi,254.161187147,West Tripura,Mohanpur,Subalsing,Chandpur,East Chandpur,4.24,30.45,89.17,71.17,2023,195.03
Village Council,Kaithorai,1687.80018448,Khowai,Teliamura,Kalyanpur,Kalyanpur,West Kunjaban,96.78,290.75,502.93,426.67,2023,1317.13
Village Council,Khengra Para,498.005786737,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,3.58,39.04,160.69,146.46,2023,349.77
Village Council,Jamilwng,369.729472725,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,3.26,35.58,129.27,81.0,2023,249.11
Village Council,Hamari,368.952422339,West Tripura,Mohanpur,Subalsing,Chandpur,East Chandpur,4.01,31.35,121.46,108.35,2023,265.17
Village Council,Twimatai,439.081585886,West Tripura,Mohanpur,Subalsing,Chandpur,Tuichamongkarai,1.92,48.79,173.02,78.61,2023,302.34
Village Council,Tiyarimairang,344.747826453,West Tripura,Mohanpur,Subalsing,Dumrakaridak,West Tamakari,15.75,53.75,107.18,82.05,2023,258.73
Village Council,Ramdayalbari,956.492926291,Khowai,Khowai,Padmabil,Paglabari,Paglabari,62.0,214.78,358.17,141.89,2023,776.84
Village Council,Jogendra Smriti,556.831912853,Khowai,Khowai,Padmabil,Paglabari,Twihaching Bari,19.12,104.86,206.71,118.38,2023,449.07
Village Council,Jorakwtal,188.021256025,West Tripura,Mohanpur,Subalsing,Dumrakaridak,East Tamakari,4.23,24.43,66.39,50.16,2023,145.21
Village Council,Athukiri,328.079408983,West Tripura,Mohanpur,Subalsing,Dumrakaridak,Dumrakaridak,2.84,28.65,114.09,89.43,2023,235.01
Village Council,Hridoy Choudhury,646.825994856,Khowai,Khowai,Padmabil,R C Ghat,Akhrabari,35.77,129.53,260.6,85.99,2023,511.89
Village Council,Salka,311.290052397,West Tripura,Mohanpur,Subalsing,Kambukcherra,East Tamakari,7.66,36.3,115.74,67.69,2023,227.39
Village Council,Hataikator,701.99239898,West Tripura,Mohanpur,Subalsing,Dumrakaridak,Dumrakaridak,3.6,75.18,300.79,139.07,2023,518.64
Village Council,Ratiranjan,772.141874179,Khowai,Khowai,Padmabil,Paglabari,Twihaching Bari,42.77,172.92,255.79,173.54,2023,645.02
Village Council,Harefkator,377.643132496,West Tripura,Mohanpur,Subalsing,Kambukcherra,Surendranagar,7.98,45.14,126.72,105.46,2023,285.3
Village Council,Kambukcherra,376.34778931,West Tripura,Mohanpur,Subalsing,Kambukcherra,Surendranagar,1.78,29.68,129.38,102.01,2023,262.85
Village Council,Arunjoy,1665.22673736,Khowai,Khowai,Padmabil,Paglabari,Mare Haduk,118.64,434.54,698.4,179.14,2023,1430.72
Village Council,South Gayamani,563.503000547,Khowai,Khowai,Padmabil,Hazaribari,South Ram Chandra Ghat,43.1,136.83,219.0,67.89,2023,466.82
Village Council,Kwswrang,406.257020173,West Tripura,Mohanpur,Subalsing,Subalsing,Kamukcherra,3.26,49.23,181.71,68.71,2023,302.91
Village Council,North Gayamani,358.945545363,Khowai,Khowai,Padmabil,Hazaribari,Gayamanibari,13.75,53.05,148.99,67.08,2023,282.87
Village Council,Krishna Debbarma,392.667596441,Khowai,Khowai,Padmabil,R C Ghat,Upendranagar,41.3,120.76,147.44,25.68,2023,335.18
,Bairagi Para,459.106256159,Unakoti,Kumarghat,Machmara,Krishnatilla,,13.29,48.8,132.46,91.43,2023,285.98
Village Council,Umanjoy Para,1324.37231452,Unakoti,Kumarghat,Machmara,Balanalchhara,Deo R.F,20.72,95.64,313.56,335.59,2023,765.51
Village Council,B.C. Para,1039.78090102,West Tripura,Mohanpur,Subalsing,Subalsing,Baikunthapur,22.23,93.08,348.34,246.83,2023,710.48
Village Council,Dhaniram Debbarma,505.067098395,Khowai,Khowai,Padmabil,Belcharra,Ratanpur,29.16,124.21,189.71,73.23,2023,416.31
Gram Panchayet,Upendra,1302.6261251,Khowai,Khowai,Padmabil,R C Ghat,North Ramchandra Ghat,125.57,368.97,456.16,213.36,2023,1164.06
Village Council,Bhupendra Debbarma,921.465964168,Khowai,Khowai,Padmabil,Hazaribari,South Padmabil,50.25,216.57,505.4,55.11,2023,827.33
Village Council,Samung Kaham Bodal,155.779215699,Khowai,Khowai,Tulashikhar,Champahour,Takchayabari,9.22,31.62,38.18,36.87,2023,115.89
Village Council,Ganthalwng,121.722663917,West Tripura,Mohanpur,Subalsing,Ramsankarapara,Bharat Chowdhury,3.7,16.97,37.49,24.38,2023,82.54
Village Council,Pirkha,443.786947248,West Tripura,Mohanpur,Subalsing,Ramsankarapara,Bharat Chowdhury,4.96,42.29,168.62,99.33,2023,315.2
Village Council,Tentuikhar,330.64255645,West Tripura,Mohanpur,Subalsing,Ramsankarapara,Sankhola,3.97,39.75,137.04,68.75,2023,249.51
Village Council,Thancha,1315.43989949,Khowai,Khowai,Tulashikhar,Gopalnagar,East Champacherra,38.58,142.24,232.37,476.29,2023,889.48
Village Council,Mathura Para,1136.29864958,Unakoti,Kumarghat,Machmara,Balanalchhara,Kanchancherra,31.92,135.86,331.66,181.47,2023,680.91
Village Council,Hakwithang,576.583984284,Khowai,Khowai,Padmabil,Belcharra,Ratanpur,20.64,91.3,242.25,105.23,2023,459.42
Village Council,Masrai Para,372.279016229,West Tripura,Mohanpur,Subalsing,Ramsankarpara,Ramsankar,6.68,45.91,160.45,72.97,2023,286.01
Village Council,Dhananjoy Para,247.51459111,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,6.87,43.58,86.37,36.87,2023,173.69
Village Council,Panbagan,1459.95056832,Unakoti,Kumarghat,Machmara,Balanalchhara,Deo R.F,36.1,174.27,408.47,297.16,2023,916.0
Village Council,Dalam Para,376.128442158,Unakoti,Kumarghat,Machmara,Krishnatilla,Kanchancherra,2.13,28.89,108.58,79.11,2023,218.71
Village Council,Khabaksa,939.012361063,Khowai,Khowai,Tulashikhar,Gopalnagar,Sikaribari,8.78,33.91,81.08,448.09,2023,571.86
Village Council,Sanduk Hamkrai,1057.84312755,Khowai,Khowai,Padmabil,Belcharra,West Belcherra,83.72,324.14,439.02,70.21,2023,917.09
Village Council,Bolong Swnamnai,757.227566031,Khowai,Khowai,Tulashikhar,Gopalnagar,Sikaribari,17.42,68.89,130.43,302.81,2023,519.55
Village Council,Yapribaksa,1663.53671959,Khowai,Khowai,Tulashikhar,Gopalnagar,West Champacherra,85.14,305.43,482.64,451.08,2023,1324.29
Village Council,Salkwtal,349.984821406,West Tripura,Mohanpur,Subalsing,Simna,East Simna,18.23,69.97,145.04,37.31,2023,270.55
Village Council,Dangarai Para,492.305698765,Unakoti,Kumarghat,Machmara,Krishnatilla,South Machmara,10.52,70.54,154.11,107.56,2023,342.73
Village Council,Joymoni Para,1107.736577,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,114.24,215.1,287.53,144.24,2023,761.11
Village Council,G.C. Para,261.194369125,West Tripura,Mohanpur,Subalsing,Simna,East Simna,2.64,17.99,90.8,77.98,2023,189.41
Village Council,Bagabil,596.240305194,Khowai,Khowai,Padmabil,Belcharra,Bagabil,10.76,75.64,249.93,124.17,2023,460.5
Village Council,Lamphunuknai,320.574189921,Khowai,Khowai,Tulashikhar,Champahour,West Bachaibari,11.12,49.17,98.91,95.89,2023,255.09
Village Council,Purba Simna,570.246187474,West Tripura,Mohanpur,Subalsing,Simna,East Simna,13.75,83.02,247.69,102.95,2023,447.41
Village Council,Sakya Adam,635.150082664,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,12.03,69.35,191.94,101.41,2023,374.73
Village Council,Singharam Para,472.217903328,Unakoti,Kumarghat,Machmara,Bhati Machmara,Shibnagar,29.8,83.28,134.45,83.6,2023,331.13
Village Council,Maharaja Bir Bikram,301.40933774,Khowai,Khowai,Tulashikhar,Gopalnagar,East Bachaibari,8.04,33.75,67.91,101.38,2023,211.08
Village Council,Rosomala Debbarma,1151.07275578,Khowai,Khowai,Tulashikhar,Gopalnagar,East Bachaibari,1.89,37.7,213.82,448.86,2023,702.27
Village Council,Ramdula,927.132969742,Unakoti,Kumarghat,Machmara,Krishnatilla,Ramgunapara,150.0,160.24,184.48,111.64,2023,606.36
Village Council,Chandrakha,700.421516349,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,8.43,56.89,178.8,183.51,2023,427.63
Village Council,Rangchak Balong,1303.40048878,Unakoti,Kumarghat,Kumarghat,Demdum,Demdum,63.03,205.97,353.6,294.45,2023,917.05
Village Council,Chong Chong,312.830332951,Unakoti,Kumarghat,Machmara,Krishnatilla,South Dhanicherra,16.46,45.36,73.4,74.7,2023,209.92
Village Council,Sadhu Chandra Para,1576.61132203,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,34.09,145.24,352.52,421.55,2023,953.4
Village Council,Bidyabil,724.51563372,Khowai,Khowai,Tulashikhar,Asharambari,Bidyabil,42.07,155.33,255.96,181.73,2023,635.09
Village Council,Agarchandra Debbarma,921.805135517,Khowai,Khowai,Tulashikhar,Asharambari,West Karangicherra,55.78,228.16,369.75,183.98,2023,837.67
Village Council,Bhudha Valley,926.379673528,Unakoti,Kumarghat,Kumarghat,Betchhara,Deo-Velly,38.96,119.89,212.95,253.23,2023,625.03
Village Council,Kamalapur,527.282722812,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nalkata,45.14,109.95,163.46,64.25,2023,382.8
Village Council,Egattor,359.81179785,Unakoti,Kumarghat,Pecharthal,Bagaichhara,Karaicherra,17.34,62.03,116.36,43.03,2023,238.76
Village Council,Udandi,683.290242525,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nalkata,80.33,177.76,199.85,63.27,2023,521.21
Gram Panchayet,Sabujbanani,2352.47944122,Unakoti,Kumarghat,Kumarghat,Fatikroy,West Ratacherra,194.7,579.85,819.82,147.08,2023,1741.45
Village Council,Baghaicherra,162.066321456,Unakoti,Kumarghat,Pecharthal,Bagaichhara,Bagaicherra,3.13,21.06,65.43,30.29,2023,119.91
Village Council,Greengold,323.911678302,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,9.99,39.42,107.22,81.13,2023,237.76
Village Council,Banabithi,415.124783572,Unakoti,Kumarghat,Kumarghat,Fatikroy,Deo-Velly,39.14,62.72,105.75,86.05,2023,293.66
Village Council,Khakchang,938.178997026,Unakoti,Kumarghat,Kumarghat,Demdum,Rajkandi,42.94,156.26,325.69,164.51,2023,689.4
Village Council,Ujan Baghaicherra,513.028385959,Unakoti,Kumarghat,Pecharthal,Pecharthal,Nabincherra,42.81,114.12,160.91,70.95,2023,388.79
Village Council,Sonarampara,368.807355837,Unakoti,Kumarghat,Pecharthal,Nabinchhara,Sonarampara,16.12,60.39,133.18,60.17,2023,269.86
Village Council,Kelthang Twisa,574.141475934,Unakoti,Kumarghat,Kumarghat,Demdum,Fatikcherre Dasarath Deb,27.13,98.27,186.95,99.69,2023,412.04
Gram Panchayet,Banasree,718.555953152,Unakoti,Kumarghat,Kumarghat,Fatikroy,Sonaimuri,111.59,193.84,178.72,73.4,2023,557.55
Village Council,Banaraj,850.922508223,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,14.89,91.91,302.28,182.79,2023,591.87
Village Council,Sundarvan,668.296162471,Unakoti,Kumarghat,Kumarghat,Atharamuri,South Unakoti,35.07,81.94,182.83,151.12,2023,450.96
Village Council,Gobindabari,1253.15229228,Unakoti,Kumarghat,Pecharthal,Nabinchhara,Sonarampara,91.38,264.42,427.37,172.37,2023,955.54
Village Council,Judamonipara,1356.32444637,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,19.38,108.17,338.25,410.56,2023,876.36
Village Council,Bru-Kami,333.99113139,Unakoti,Kumarghat,Pecharthal,Andherchhara,Andhar Cherra,4.77,25.16,88.4,100.94,2023,219.27
Village Council,Greenland,596.381103532,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,8.19,49.0,148.55,188.32,2023,394.06
Village Council,Rachiline,713.299101114,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,21.59,117.22,252.79,100.04,2023,491.64
Gram Panchayet,Kalagang,261.370190606,North Tripura,Dharmanagar,Panisagar,Jalebassa,Pekucherra,26.3,89.49,87.57,12.2,2023,215.56
Village Council,Mundaline,822.766094207,Unakoti,Kailasahar,Chandipur,Dhanbilash,Golakpur,38.82,206.7,308.11,59.64,2023,613.27
Village Council,Phaiko,429.562075015,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,12.73,66.82,132.44,83.57,2023,295.56
Village Council,Seba Ch. Para,1317.22181754,Unakoti,Kumarghat,Pecharthal,Andherchhara,East Andharcherra,69.99,251.96,483.24,136.41,2023,941.6
Village Council,Tailenbari,600.347652103,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,8.83,51.55,147.02,199.35,2023,406.75
Gram Panchayet,Moracherra,1034.8839988,Unakoti,Kumarghat,Pecharthal,Andherchhara,West Tilthai,27.77,122.29,290.45,225.77,2023,666.28
NP,C.H Para JFMC,816.793510299,North Tripura,Dharmanagar,Panisagar,Panisagar,Panisagar NP,155.04,286.26,167.18,20.12,2023,628.6
Village Council,Seisimdung,651.309870243,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,12.76,74.36,202.86,160.3,2023,450.28
Gram Panchayet,Buthuhill,1078.55463233,Unakoti,Kailasahar,Gournagar,Jalai,Jalai,128.98,197.22,265.14,182.0,2023,773.34
Gram Panchayet,West Bilthai,353.460086493,North Tripura,Dharmanagar,Panisagar,Panisagar,East Tilthai,33.31,95.26,102.01,15.34,2023,245.92
Village Council,Saitha,609.802099703,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,20.68,103.35,191.02,113.36,2023,428.41
Gram Panchayet,Shyamprasad Mukherjee,516.930446799,North Tripura,Dharmanagar,Panisagar,Panisagar,Deocherra,75.07,152.44,140.46,20.35,2023,388.32
